[5,1];0.011;0.401;0;0.0368;1
[5,1];0.048;0.48;0;0.087;1
[2,1];0.063;0.16;0;0.034;1
[5,1];0.058;0.32;0;0.090;2
[5,1];0.020;0.008;0;0.063;2
[4,1];0.060;0.167;0;0.0375;2
[3,1];0.0725;0.323;0;0.0789;2
[2,1];0.0168;0.21;0;0.0237;1
[5,1];0.011;0.021;0;0.0394;1
[4,1];0.043;0.119;0;0.0346;1
[5,1];0.068;0.094;0;0.041;2
[2,1];0.0866;0.11;0;0.0432;2
[5,1];0.0649;0.37;0;0.020;2
[4,1];0.052;0.12;0;0.0161;1
[2,1];0.064;0.296;0;0.059;1
[2,1];0.082;0.261;0;0.0574;2
[2,1];0.0447;0.25;0;0.019;1
[5,1];0.0747;0.02;0;0.0145;1
[3,1];0.0305;0.372;0;0.019;1
[5,1];0.029;0.32;0;0.018;1
[5,1];0.056;0.0;0;0.035;2
[3,1];0.003;0.01;0;0.0216;1
[2,1];0.039;0.281;0;0.068;2
[3,1];0.0448;0.31;0;0.0650;1
[3,1];0.0728;0.36;0;0.069;1
[6,1];0.0322;0.179;0;0.0519;2
[4,1];0.0850;0.061;0;0.085;1
[3,1];0.0765;0.455;0;0.054;1
[6,1];0.0673;0.18;0;0.009;1
[5,1];0.080;0.173;0;0.0013;2
[3,1];0.0606;0.48;0;0.0432;2
[5,1];0.0433;0.166;0;0.0765;2
[5,1];0.039;0.031;0;0.067;1
[4,1];0.055;0.34;0;0.0260;1
[6,1];0.0582;0.17;0;0.0366;1
[6,1];0.037;0.4;0;0.023;2
[4,1];0.011;0.045;0;0.030;1
[6,1];0.002;0.43;0;0.0167;2
[6,1];0.071;0.33;0;0.0796;1
[3,1];0.0412;0.284;0;0.044;2
[2,1];0.055;0.42;0;0.0733;2
[5,1];0.012;0.071;0;0.022;1
[5,1];0.0152;0.176;0;0.0625;1
[2,1];0.033;0.266;0;0.0067;1
[4,1];0.082;0.23;0;0.068;2
[2,1];0.075;0.12;0;0.083;1
[2,1];0.0698;0.473;0;0.0299;1
[4,1];0.032;0.14;0;0.0280;1
[6,1];0.086;0.25;0;0.082;2
[5,1];0.053;0.099;0;0.090;2
[5,1];0.0861;0.17;0;0.0257;1
[5,1];0.0475;0.412;0;0.0672;2
[3,1];0.032;0.456;0;0.0459;1
[2,1];0.0736;0.02;0;0.0280;2
[5,1];0.006;0.18;0;0.0758;2
[5,1];0.036;0.12;0;0.056;1
[2,1];0.040;0.015;0;0.0062;1
[6,1];0.081;0.32;0;0.0609;1
[6,1];0.064;0.176;0;0.0875;1
[2,1];0.0766;0.41;0;0.0242;2
[4,1];0.0755;0.404;0;0.081;1
[3,1];0.0853;0.452;0;0.0287;1
[6,1];0.016;0.42;0;0.0360;1
[4,1];0.049;0.46;0;0.005;2
[5,1];0.0535;0.244;0;0.0898;1
[4,1];0.022;0.37;0;0.061;1
[5,1];0.015;0.027;0;0.039;2
[5,1];0.004;0.37;0;0.067;2
[6,1];0.0098;0.439;0;0.054;2
[6,1];0.0832;0.351;0;0.049;2
[3,1];0.0125;0.38;0;0.0394;1
[5,1];0.0066;0.27;0;0.0470;2
[3,1];0.065;0.31;0;0.004;1
[2,1];0.087;0.16;0;0.0537;2
[4,1];0.008;0.24;0;0.0144;1
[2,1];0.0776;0.209;0;0.0428;1
[6,1];0.0319;0.13;0;0.030;1
[5,1];0.0777;0.06;0;0.0143;2
[4,1];0.047;0.367;0;0.0591;1
[5,1];0.0262;0.041;0;0.016;1
[3,1];0.0216;0.496;0;0.0262;1
[4,1];0.0372;0.12;0;0.0405;2
[2,1];0.0788;0.3;0;0.0447;1
[3,1];0.065;0.347;0;0.0211;1
[5,1];0.0872;0.385;0;0.029;2
[3,1];0.0573;0.43;0;0.013;2
[3,1];0.011;0.386;0;0.053;1
[2,1];0.0859;0.464;0;0.0228;2
[5,1];0.055;0.43;0;0.066;1
[4,1];0.0474;0.093;0;0.041;1
[3,1];0.0734;0.0;0;0.0593;1
[3,1];0.026;0.2;0;0.016;2
[3,1];0.0386;0.37;0;0.0875;1
[4,1];0.075;0.182;0;0.0495;2
[2,1];0.087;0.17;0;0.069;1
[2,1];0.0631;0.42;0;0.0124;1
[2,1];0.075;0.119;0;0.0116;1
[4,1];0.024;0.359;0;0.0866;1
[6,1];0.049;0.22;0;0.082;1
[4,1];0.0123;0.089;0;0.014;2
[3,1];0.020;0.159;0;0.062;2
[3,1];0.082;0.28;0;0.0207;2
[4,1];0.042;0.304;0;0.054;1
[5,1];0.0152;0.33;0;0.0185;2
[4,1];0.0094;0.26;0;0.0423;1
[5,1];0.020;0.157;0;0.0618;2
[6,1];0.076;0.16;0;0.087;2
[4,1];0.0766;0.371;0;0.084;2
[6,1];0.0410;0.395;0;0.0565;1
[4,1];0.087;0.13;0;0.0339;2
[3,1];0.0375;0.058;0;0.0621;2
[6,1];0.081;0.404;0;0.0231;2
[5,1];0.009;0.05;0;0.0515;1
[2,1];0.0533;0.006;0;0.052;2
[3,1];0.033;0.27;0;0.0424;1
[3,1];0.0459;0.454;0;0.0378;1
[6,1];0.0602;0.347;0;0.0419;1
[3,1];0.071;0.152;0;0.0223;1
[6,1];0.063;0.33;0;0.0887;1
[6,1];0.0488;0.252;0;0.0580;1
[3,1];0.0217;0.27;0;0.077;1
[4,1];0.0177;0.11;0;0.0846;2
[5,1];0.0428;0.35;0;0.029;1
[2,1];0.0621;0.498;0;0.0213;1
[4,1];0.0022;0.46;0;0.085;1
[3,1];0.0251;0.299;0;0.0615;2
[6,1];0.0196;0.39;0;0.0527;1
[3,1];0.055;0.16;0;0.0583;2
[2,1];0.012;0.413;0;0.004;1
[6,1];0.031;0.066;0;0.088;2
[5,1];0.0774;0.179;0;0.0128;2
[4,1];0.075;0.459;0;0.049;1
[5,1];0.005;0.08;0;0.0768;1
[3,1];0.066;0.06;0;0.064;2
[6,1];0.044;0.24;0;0.0800;1
[4,1];0.0845;0.1;0;0.0290;2
[5,1];0.0479;0.38;0;0.015;2
[5,1];0.077;0.19;0;0.0673;1
[4,1];0.0878;0.116;0;0.056;1
[3,1];0.0556;0.42;0;0.009;2
[6,1];0.084;0.11;0;0.0214;1
[2,1];0.041;0.21;0;0.007;2
[6,1];0.010;0.488;0;0.014;2
[5,1];0.0281;0.118;0;0.021;2
[4,1];0.0302;0.18;0;0.0688;2
[3,1];0.0067;0.285;0;0.043;2
[3,1];0.0198;0.38;0;0.045;2
[4,1];0.027;0.36;0;0.035;1
[4,1];0.0073;0.38;0;0.089;2
[4,1];0.003;0.382;0;0.011;1
[4,1];0.0214;0.23;0;0.0832;1
[3,1];0.019;0.199;0;0.078;1
[4,1];0.0471;0.496;0;0.0596;1
[6,1];0.070;0.07;0;0.0269;1
[5,1];0.0896;0.003;0;0.0437;2
[2,1];0.059;0.082;0;0.0495;1
[2,1];0.0290;0.01;0;0.0391;1
[5,1];0.072;0.424;0;0.049;2
[5,1];0.035;0.05;0;0.0121;1
[4,1];0.0640;0.157;0;0.032;2
[3,1];0.002;0.176;0;0.088;1
[5,1];0.076;0.181;0;0.047;1
[2,1];0.0766;0.1;0;0.0674;1
[4,1];0.0019;0.03;0;0.017;2
[5,1];0.005;0.09;0;0.0333;2
[6,1];0.051;0.16;0;0.045;2
[3,1];0.064;0.34;0;0.0844;2
[5,1];0.080;0.39;0;0.024;1
[4,1];0.001;0.15;0;0.010;1
[3,1];0.0698;0.085;0;0.0506;2
[5,1];0.082;0.13;0;0.0280;2
[5,1];0.0096;0.228;0;0.005;2
[5,1];0.025;0.342;0;0.038;2
[3,1];0.022;0.367;0;0.0689;2
[3,1];0.059;0.063;0;0.0812;1
[4,1];0.0106;0.474;0;0.085;1
[2,1];0.0271;0.45;0;0.0796;1
[2,1];0.0849;0.28;0;0.0891;1
[4,1];0.0025;0.46;0;0.018;1
[2,1];0.034;0.211;0;0.003;1
[6,1];0.0769;0.39;0;0.023;2
[4,1];0.038;0.06;0;0.041;2
[5,1];0.056;0.106;0;0.0427;1
[3,1];0.043;0.21;0;0.0143;1
[6,1];0.0269;0.43;0;0.0248;1
[6,1];0.021;0.349;0;0.0161;2
[3,1];0.0852;0.29;0;0.073;1
[3,1];0.0257;0.42;0;0.0527;2
[2,1];0.0246;0.112;0;0.0390;2
[5,1];0.085;0.147;0;0.0496;1
[4,1];0.0116;0.091;0;0.059;2
[5,1];0.030;0.32;0;0.0731;1
